;;;;;;;;;;;;;;;;;;;;;;
Día;Línea de servicio;Hora de operación;;;;;;;;;;;;;;;;;;;;
;;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;Total general (Número de pasajeros)
19/01/2021;LÍNEA 2;85;446;527;449;395;441;420;521;461;435;568;695;883;1.177;958;666;372;245;89;2;9.835
19/01/2021;LÍNEA T-A;887;2.240;2.773;2.308;1.545;1.286;1.339;1.227;1.430;1.353;1.621;1.903;2.417;3.405;3.088;1.682;1.378;990;608;16;33.496
19/01/2021;LÍNEA M;240;564;579;368;231;209;220;180;221;214;259;287;437;645;827;408;297;205;151;16;6.558
19/01/2021;LÍNEA H;144;352;264;170;109;70;84;63;56;69;42;61;57;36;43;23;16;12;4;;1.675
19/01/2021;LÍNEA O;112;523;752;595;375;298;252;253;274;241;294;345;543;781;580;394;281;245;77;4;7.219
20/01/2021;LÍNEA A;11.769;30.644;38.862;30.586;20.133;16.667;14.764;14.827;16.595;16.717;21.633;23.256;37.426;51.296;38.685;21.387;13.955;11.256;3.881;14;434.353
20/01/2021;LÍNEA B;2.229;5.096;5.743;5.121;3.276;2.668;2.372;2.262;2.579;2.252;2.758;3.032;4.512;6.169;4.814;2.633;1.954;1.590;503;2;61.565
20/01/2021;LÍNEA K;1.560;2.172;2.104;1.627;1.190;856;822;766;873;688;594;655;782;721;486;402;429;201;43;1;16.972
20/01/2021;LÍNEA J;867;1.566;1.115;697;846;606;517;460;510;420;357;350;487;477;372;290;180;113;22;1;10.253
20/01/2021;LÍNEA L;;;;;2;97;84;117;83;75;66;125;160;126;;;;;;;935
20/01/2021;LÍNEA 1;2.061;5.329;6.743;5.848;3.899;3.356;2.824;2.728;3.017;2.838;3.496;3.927;5.312;6.915;5.769;3.473;2.453;1.819;708;7;72.522
20/01/2021;LÍNEA 2;87;394;540;485;348;392;379;460;427;433;516;687;925;1.144;977;638;336;248;87;2;9.505
20/01/2021;LÍNEA T-A;876;2.255;2.790;2.325;1.620;925;765;1.299;1.376;1.335;1.558;1.786;2.473;3.479;3.181;2.080;1.370;1.129;588;6;33.216
20/01/2021;LÍNEA M;234;569;600;400;213;123;131;180;197;172;237;297;393;661;815;587;296;211;163;12;6.491
20/01/2021;LÍNEA H;150;350;261;168;114;56;47;60;71;50;40;50;41;37;33;39;20;10;3;;1.600
20/01/2021;LÍNEA O;112;506;764;661;437;303;220;230;227;256;293;306;593;800;577;387;281;251;85;1;7.290
21/01/2021;LÍNEA A;11.709;30.672;38.899;30.142;19.684;16.536;14.779;14.513;16.340;16.454;20.885;23.005;36.574;50.227;38.486;21.644;13.988;11.113;3.963;5;429.618
21/01/2021;LÍNEA B;2.124;5.117;5.730;4.671;3.066;2.599;2.331;2.233;2.449;2.229;2.697;3.028;4.255;6.179;4.788;2.725;1.993;1.582;467;1;60.264
21/01/2021;LÍNEA K;1.615;2.172;2.059;1.660;1.147;897;823;798;922;706;642;590;686;695;501;372;404;195;52;;16.936
21/01/2021;LÍNEA J;844;1.539;1.542;1.259;759;630;523;467;580;370;354;377;494;461;393;256;211;73;23;1;11.156
21/01/2021;LÍNEA L;;;;;4;81;82;75;78;76;68;52;114;118;;;;;;;748
21/01/2021;LÍNEA 1;2.035;5.350;6.436;5.714;3.824;3.285;2.892;2.703;2.931;2.837;3.540;3.754;5.257;6.896;5.784;3.487;2.563;1.638;730;13;71.669
21/01/2021;LÍNEA 2;75;396;531;489;401;388;468;508;437;431;515;679;891;1.127;1.000;599;365;244;86;1;9.631
21/01/2021;LÍNEA T-A;853;2.233;2.797;2.204;1.647;1.350;1.206;1.301;1.419;1.375;1.542;1.812;2.380;3.182;3.203;2.113;1.355;1.169;605;11;33.757
21/01/2021;LÍNEA M;247;571;561;361;221;194;213;197;209;172;243;321;435;652;716;561;304;264;138;18;6.598
21/01/2021;LÍNEA H;137;381;250;163;123;85;73;57;50;57;40;51;46;57;29;25;36;12;9;;1.681
21/01/2021;LÍNEA O;103;490;780;609;386;289;238;215;266;266;340;277;559;812;579;418;295;268;67;2;7.259
22/01/2021;LÍNEA A;11.912;30.266;39.192;30.438;20.000;16.268;14.731;14.824;16.800;16.832;22.107;25.014;38.855;49.950;36.877;21.448;13.958;11.870;4.330;14;435.686
22/01/2021;LÍNEA B;2.106;5.229;5.838;4.588;3.329;2.641;2.360;2.219;2.579;2.243;2.671;3.235;4.498;6.278;4.719;2.651;2.009;1.605;586;5;61.389
22/01/2021;LÍNEA K;1.586;2.209;2.175;1.710;1.150;990;819;765;926;742;701;615;742;724;519;390;444;182;41;3;17.433
22/01/2021;LÍNEA J;860;1.692;1.530;1.229;817;626;538;515;509;423;425;429;464;513;378;258;196;87;12;;11.501
22/01/2021;LÍNEA L;;;;;5;128;82;74;91;77;88;79;143;161;15;;;;;;943
22/01/2021;LÍNEA 1;2.065;5.390;6.593;5.719;3.925;3.330;2.852;2.733;2.901;2.866;3.560;4.089;5.428;6.999;5.462;3.488;2.524;1.862;814;25;72.625
22/01/2021;LÍNEA 2;77;395;523;505;382;402;470;467;426;441;518;726;882;1.099;969;577;343;266;98;2;9.568
22/01/2021;LÍNEA T-A;877;2.210;2.856;2.346;1.534;1.334;1.319;1.281;1.435;1.379;1.739;1.927;2.659;3.182;3.339;2.130;1.416;1.181;658;23;34.825
22/01/2021;LÍNEA M;239;580;544;400;204;212;212;220;210;213;237;325;464;610;828;530;298;226;185;18;6.755
22/01/2021;LÍNEA H;145;390;256;162;139;46;87;61;63;49;60;53;43;35;37;32;17;8;3;1;1.687
22/01/2021;LÍNEA O;116;501;759;648;398;334;239;266;269;235;292;401;552;825;573;375;292;233;89;4;7.401
23/01/2021;LÍNEA A;9.602;22.433;26.412;23.173;16.029;14.162;13.592;15.816;25.949;30.122;29.587;24.382;22.762;20.613;19.618;15.489;12.043;10.707;3.520;14;356.025
23/01/2021;LÍNEA B;1.777;3.883;4.069;3.507;2.643;2.181;2.288;2.388;3.464;3.804;3.772;3.398;3.146;2.770;2.555;1.901;1.684;1.402;514;2;51.148
23/01/2021;LÍNEA K;1.318;2.043;1.812;1.434;1.041;841;789;842;953;754;703;766;820;765;572;475;494;253;49;2;16.726
23/01/2021;LÍNEA J;687;1.341;1.211;1.011;705;580;481;508;612;590;448;474;480;402;421;328;253;151;22;;10.705
23/01/2021;LÍNEA L;;;;;8;139;99;160;125;153;148;112;190;180;;;;;;;1.314
23/01/2021;LÍNEA 1;1.720;4.185;4.476;4.720;3.261;2.932;2.733;2.765;4.098;4.322;4.487;3.889;3.655;3.100;3.302;2.545;2.105;1.685;706;20;60.706
23/01/2021;LÍNEA 2;65;325;364;385;301;335;342;407;553;672;674;519;536;495;483;434;323;262;85;10;7.570
23/01/2021;LÍNEA T-A;702;1.753;2.135;1.885;1.329;1.222;1.283;1.391;1.947;2.297;2.348;2.060;2.006;1.764;1.770;1.622;1.256;1.200;531;15;30.516
23/01/2021;LÍNEA M;181;452;466;342;211;182;206;199;303;433;445;475;440;416;348;340;284;221;149;15;6.108
23/01/2021;LÍNEA H;127;311;197;144;98;75;47;69;76;53;65;62;64;32;39;30;22;17;6;4;1.538
23/01/2021;LÍNEA O;93;371;560;452;316;250;253;255;382;387;339;363;368;337;264;268;253;218;79;1;5.809
24/01/2021;LÍNEA A;2.646;7.291;8.526;7.005;6.710;7.708;8.285;8.332;9.130;10.382;11.993;11.051;12.180;12.929;13.072;11.118;9.677;6.949;495;;165.479
24/01/2021;LÍNEA B;437;1.217;1.293;1.224;1.033;1.324;1.510;1.514;1.549;1.544;1.770;1.604;1.858;1.851;1.768;1.508;1.297;879;70;;25.250
24/01/2021;LÍNEA K;;;;;272;701;682;686;663;752;698;797;993;1.031;734;602;467;208;15;;9.301
24/01/2021;LÍNEA J;;;;;16;545;458;415;441;349;481;435;485;506;509;440;272;104;2;;5.458
24/01/2021;LÍNEA L;;;;;59;270;320;268;282;262;187;291;338;412;8;;;;;;2.697
24/01/2021;LÍNEA 1;410;1.259;1.419;1.379;1.386;1.548;1.725;1.609;1.871;1.847;2.009;1.935;1.997;2.017;2.086;1.843;1.617;1.182;137;;29.276
24/01/2021;LÍNEA 2;;121;114;114;108;146;181;189;222;212;231;168;216;266;251;225;136;109;9;;3.018
24/01/2021;LÍNEA T-A;120;515;591;547;603;767;837;875;919;995;1.114;1.090;1.158;1.277;1.262;1.168;1.115;800;168;;15.921
24/01/2021;LÍNEA M;;;;;73;210;183;142;183;231;230;251;289;291;273;261;227;178;68;;3.090
24/01/2021;LÍNEA H;;;;;2;68;43;42;46;45;55;40;59;38;43;31;33;25;3;;573
24/01/2021;LÍNEA O;12;160;178;134;118;170;179;174;146;146;193;159;210;219;166;213;193;140;15;;2.925
25/01/2021;LÍNEA A;12.258;31.152;38.830;30.848;20.265;16.586;14.670;15.173;16.802;16.615;20.944;22.819;36.553;50.478;37.815;19.832;12.516;10.015;3.831;10;428.012
25/01/2021;LÍNEA B;2.140;5.288;5.793;4.463;3.189;2.711;2.292;2.361;2.485;2.261;2.665;3.012;4.501;6.115;4.850;2.489;1.879;1.435;477;1;60.407
25/01/2021;LÍNEA K;1.651;2.204;2.147;1.618;1.192;930;866;767;842;690;578;548;688;547;444;399;448;167;46;;16.772
25/01/2021;LÍNEA J;917;1.610;1.585;1.227;787;640;506;522;510;448;365;344;405;484;395;264;189;73;10;;11.281
25/01/2021;LÍNEA 1;2.118;5.513;6.422;5.834;3.835;3.328;2.777;2.599;2.935;2.912;3.520;3.859;5.263;6.973;5.711;3.192;2.168;1.502;757;11;71.229
25/01/2021;LÍNEA 2;78;404;511;514;380;382;461;443;447;469;549;693;1.000;1.097;902;621;324;219;78;1;9.573
25/01/2021;LÍNEA T-A;849;2.318;2.715;2.208;1.557;1.334;1.288;1.310;1.479;1.254;1.591;1.824;2.473;3.387;3.341;2.012;1.335;1.001;515;3;33.794
25/01/2021;LÍNEA M;229;580;553;373;223;196;167;199;242;218;250;314;424;693;751;544;276;208;167;8;6.615
25/01/2021;LÍNEA H;139;363;266;167;97;62;90;55;49;60;44;43;42;46;32;27;19;12;1;;1.614
25/01/2021;LÍNEA O;100;504;797;596;360;291;219;241;256;238;309;337;603;776;600;347;304;236;62;6;7.182
26/01/2021;LÍNEA A;12.242;30.886;38.839;30.617;19.900;16.431;14.712;14.104;16.626;16.509;20.551;22.922;37.091;51.836;38.339;20.814;13.030;10.485;4.085;8;430.027
26/01/2021;LÍNEA B;2.213;5.251;5.769;4.738;3.203;2.631;2.257;2.397;2.588;2.293;2.680;3.007;4.335;6.256;4.903;2.622;1.987;1.495;532;3;61.160
26/01/2021;LÍNEA K;1.620;2.222;2.098;1.672;1.219;904;805;803;863;654;575;588;681;627;466;400;458;196;44;2;16.897
26/01/2021;LÍNEA J;836;1.623;1.487;1.122;840;592;495;499;494;420;377;378;465;470;373;222;168;83;20;;10.964
26/01/2021;LÍNEA L;;;;;1;63;54;90;58;50;76;65;64;117;;;;;;;638
26/01/2021;LÍNEA 1;2.149;5.462;6.685;5.738;3.922;3.296;2.975;2.754;3.012;2.784;3.237;3.740;5.320;6.953;5.444;3.031;2.266;1.667;787;18;71.240
26/01/2021;LÍNEA 2;74;433;529;489;384;351;438;454;488;462;564;659;893;1.184;930;557;323;235;70;5;9.522
26/01/2021;LÍNEA T-A;889;2.375;2.813;2.278;1.612;1.340;1.257;1.247;1.371;1.321;1.630;1.720;2.555;3.527;3.373;2.095;1.310;1.036;566;16;34.331
26/01/2021;LÍNEA M;221;587;586;380;212;181;202;178;192;207;233;311;398;704;807;551;264;211;154;17;6.596
26/01/2021;LÍNEA H;134;377;278;177;128;68;92;61;45;43;38;50;55;44;32;24;20;6;4;;1.676
26/01/2021;LÍNEA O;102;503;828;580;367;321;217;276;265;220;296;338;549;823;596;349;308;226;82;2;7.248
27/01/2021;LÍNEA A;12.062;31.057;39.064;31.227;19.707;16.069;14.587;14.223;16.575;16.111;20.747;22.803;37.113;51.332;38.131;20.529;12.796;10.324;4.818;20;429.295
27/01/2021;LÍNEA B;2.161;5.217;5.875;4.643;3.121;2.539;2.236;2.297;2.422;2.200;2.592;2.926;4.279;6.334;4.867;2.586;1.865;1.549;689;5;60.403
27/01/2021;LÍNEA K;1.641;2.242;2.126;1.728;1.173;912;750;762;890;728;605;631;716;643;472;394;421;200;46;3;17.083
27/01/2021;LÍNEA J;936;1.748;1.521;1.256;774;637;526;474;484;395;334;361;448;464;409;273;174;109;18;;11.341
27/01/2021;LÍNEA L;;;;;1;80;34;73;76;83;80;60;81;156;;;;;;;724
27/01/2021;LÍNEA 1;2.054;5.547;6.651;5.860;3.944;3.247;2.766;2.659;2.926;2.928;3.403;3.811;5.367;7.117;5.741;3.444;2.285;1.657;899;24;72.330
27/01/2021;LÍNEA 2;85;424;564;503;403;420;416;446;478;456;515;671;971;1.130;961;644;406;224;88;1;9.806
27/01/2021;LÍNEA T-A;881;2.340;2.841;2.325;1.564;1.378;1.274;1.242;1.395;1.321;1.554;1.785;2.500;3.347;3.195;2.139;1.328;1.067;662;17;34.155
27/01/2021;LÍNEA M;227;595;576;354;236;161;156;202;211;181;224;286;405;659;833;527;297;229;168;22;6.549
27/01/2021;LÍNEA H;142;364;309;161;115;76;73;77;59;46;54;45;36;29;36;30;20;5;5;;1.682
27/01/2021;LÍNEA O;104;470;835;655;367;281;245;215;254;220;316;320;545;817;629;367;260;277;104;3;7.284
28/01/2021;LÍNEA A;11.816;31.123;39.933;30.811;19.712;16.337;14.435;14.213;16.366;16.503;20.676;22.998;36.910;51.608;39.034;21.066;12.804;10.510;4.850;29;431.734
28/01/2021;LÍNEA B;2.116;5.389;5.860;4.661;3.273;2.516;2.266;2.247;2.457;2.296;2.589;3.007;4.381;6.220;4.929;2.721;1.832;1.495;699;1;60.955
28/01/2021;LÍNEA K;1.634;2.264;2.134;1.805;1.125;882;822;747;833;643;603;587;700;615;484;400;415;198;47;1;16.939
28/01/2021;LÍNEA J;909;1.751;1.553;1.310;818;595;536;443;495;408;337;340;455;480;321;270;190;111;24;;11.346
28/01/2021;LÍNEA L;;;;;3;68;36;67;56;68;65;67;38;125;;;;;;;593
28/01/2021;LÍNEA 1;2.068;5.472;6.742;5.784;3.912;3.440;2.871;2.648;2.975;2.863;3.494;3.910;5.311;7.028;5.951;3.546;2.177;1.695;901;28;72.816
28/01/2021;LÍNEA 2;91;440;551;484;383;358;405;498;471;434;468;665;932;508;;423;398;210;97;;7.816
28/01/2021;LÍNEA T-A;865;2.423;2.867;2.354;1.616;1.319;1.225;1.254;1.380;1.312;1.595;1.853;2.464;1.580;719;2.324;1.397;1.011;673;14;30.245
28/01/2021;LÍNEA M;217;594;588;411;216;175;207;194;203;181;240;302;415;490;251;544;305;208;172;16;5.929
28/01/2021;LÍNEA H;61;374;284;188;110;63;77;69;51;34;59;45;49;24;15;22;23;12;1;1;1.562
28/01/2021;LÍNEA O;110;473;832;660;374;302;222;240;260;252;292;344;588;861;599;372;276;280;77;7;7.421
29/01/2021;LÍNEA A;11.987;31.145;39.739;31.062;19.971;16.806;15.030;15.059;16.835;17.454;22.512;25.754;38.979;50.624;38.230;23.114;14.116;11.558;6.003;51;446.029
29/01/2021;LÍNEA B;2.168;5.294;5.862;4.780;3.213;2.692;2.303;2.462;2.470;2.398;2.803;3.288;4.683;6.191;4.935;2.865;2.117;1.495;796;11;62.826
29/01/2021;LÍNEA K;1.585;2.245;2.151;1.790;1.269;912;749;795;877;701;595;713;709;674;571;410;449;209;61;3;17.468
29/01/2021;LÍNEA J;904;1.631;1.597;1.350;844;627;538;511;497;430;417;341;496;491;374;246;209;96;22;;11.621
29/01/2021;LÍNEA L;;;;;10;60;44;68;76;58;67;67;121;113;;;;;;;684
29/01/2021;LÍNEA 1;2.063;5.458;6.611;5.956;3.947;3.373;2.804;2.892;2.996;2.907;3.715;4.251;5.480;6.860;5.716;3.821;2.294;1.938;1.048;53;74.183
29/01/2021;LÍNEA 2;73;411;553;426;385;380;397;472;420;461;572;705;915;1.037;1.026;668;379;254;103;5;9.642
29/01/2021;LÍNEA T-A;860;2.354;2.899;2.325;1.595;1.409;1.246;1.313;1.483;1.402;1.624;1.884;2.644;3.389;3.329;2.241;1.428;1.094;746;34;35.299
29/01/2021;LÍNEA M;221;587;605;391;238;208;187;188;212;193;221;324;425;714;777;574;314;218;180;24;6.801
29/01/2021;LÍNEA H;143;382;269;180;103;74;61;68;54;63;44;65;56;51;34;26;26;12;7;;1.718
29/01/2021;LÍNEA O;109;506;795;663;362;313;245;289;248;238;328;354;555;839;529;372;261;272;105;13;7.396
30/01/2021;LÍNEA A;9.747;22.977;26.900;24.192;17.336;15.223;14.932;17.484;27.550;30.852;32.460;26.688;25.561;23.731;22.523;18.488;13.148;11.157;5.542;43;386.534
30/01/2021;LÍNEA B;1.723;3.926;4.099;3.717;2.786;2.443;2.446;2.643;3.682;4.221;3.976;3.641;3.528;3.173;2.787;2.321;1.907;1.466;791;16;55.292
30/01/2021;LÍNEA K;1.369;2.076;1.902;1.556;1.131;912;892;938;1.061;861;874;945;1.010;890;737;642;572;336;134;1;18.839
30/01/2021;LÍNEA J;685;1.438;1.256;1.130;827;621;594;621;697;638;545;567;544;558;538;341;327;181;65;1;12.174
30/01/2021;LÍNEA L;;;;;3;177;127;156;147;138;114;175;285;257;;;;;;;1.579
30/01/2021;LÍNEA 1;1.752;4.213;4.800;4.820;3.476;3.149;2.931;3.177;4.291;4.636;4.789;4.127;4.038;3.494;3.643;2.857;2.105;1.862;1.019;46;65.225
30/01/2021;LÍNEA 2;67;331;364;372;343;305;407;492;549;733;660;584;603;626;583;497;331;280;111;6;8.244
30/01/2021;LÍNEA T-A;702;1.785;2.263;1.966;1.540;1.348;1.368;1.598;2.047;2.287;2.358;2.336;1.939;1.969;2.094;1.823;1.351;1.199;811;29;32.813
30/01/2021;LÍNEA M;185;460;491;367;254;219;222;277;326;400;480;493;464;416;494;411;265;267;192;40;6.723
30/01/2021;LÍNEA H;133;281;239;155;92;71;77;69;97;87;68;52;35;54;52;55;35;21;28;1;1.702
30/01/2021;LÍNEA O;87;365;533;494;320;270;253;300;413;380;412;336;350;335;335;282;245;223;122;9;6.064
31/01/2021;LÍNEA A;2.455;7.219;8.912;7.793;7.432;8.898;9.496;9.818;10.435;11.527;12.986;12.754;13.968;14.325;14.595;12.641;10.775;8.030;685;;184.744
31/01/2021;LÍNEA B;421;1.122;1.325;1.326;1.200;1.523;1.630;1.801;1.756;1.984;2.015;1.948;2.058;2.150;2.087;1.636;1.374;1.078;124;;28.558
31/01/2021;LÍNEA K;;;;;317;922;823;835;835;857;825;1.031;1.252;1.201;860;742;527;219;12;;11.258
31/01/2021;LÍNEA J;;;;;40;629;546;525;529;509;495;478;570;510;498;513;293;151;10;;6.296
31/01/2021;LÍNEA L;;;;;145;392;459;447;236;326;343;446;652;485;1;;;;;;3.932
31/01/2021;LÍNEA 1;441;1.269;1.575;1.512;1.419;1.814;1.982;1.915;1.891;2.047;2.329;2.015;2.321;2.168;2.194;1.948;1.808;1.353;180;;32.181
31/01/2021;LÍNEA 2;;112;123;120;119;151;182;185;207;198;248;253;226;269;249;247;178;124;18;;3.209
31/01/2021;LÍNEA T-A;126;486;667;672;744;884;945;1.067;1.003;1.164;1.337;1.248;1.330;1.419;1.472;1.284;1.125;916;185;;18.074
31/01/2021;LÍNEA M;;;;;6;289;220;245;205;248;275;274;323;373;383;311;257;211;66;;3.686
31/01/2021;LÍNEA H;;;;;1;76;74;79;69;62;66;57;67;60;72;47;37;22;5;;794
31/01/2021;LÍNEA O;10;168;184;157;115;161;190;177;166;146;238;164;219;213;207;198;193;162;25;;3.093
1/02/2021;LÍNEA A;12.169;31.510;40.749;31.520;20.705;17.272;15.386;15.247;17.414;17.238;21.699;24.207;38.122;53.212;38.795;20.520;12.318;9.813;4.775;15;442.686
1/02/2021;LÍNEA B;2.193;5.213;6.050;4.806;3.396;2.768;2.468;2.333;2.748;2.463;2.783;3.101;4.333;6.318;5.038;2.658;1.879;1.376;605;7;62.536
1/02/2021;LÍNEA K;1.627;2.248;2.099;1.767;1.170;927;865;816;953;713;646;608;662;637;501;401;428;184;56;;17.308
1/02/2021;LÍNEA J;942;1.663;1.613;1.337;810;708;561;513;593;446;412;426;460;477;406;239;180;95;22;;11.903
1/02/2021;LÍNEA 1;2.211;5.444;6.731;5.974;4.056;3.501;2.882;2.845;3.151;2.971;3.708;4.122;5.515;7.128;5.892;3.277;2.105;1.512;798;29;73.852
1/02/2021;LÍNEA 2;76;377;522;507;418;417;452;519;493;485;603;755;964;1.159;980;547;348;219;88;2;9.931
1/02/2021;LÍNEA T-A;879;2.314;2.963;2.406;1.634;1.455;1.250;1.359;1.530;1.379;1.581;1.878;2.555;3.516;3.383;2.144;1.271;1.030;635;25;35.187
1/02/2021;LÍNEA M;210;549;631;396;206;215;208;216;236;222;223;316;418;690;848;561;247;255;156;17;6.820
1/02/2021;LÍNEA H;151;336;275;185;100;83;71;72;80;51;50;69;42;44;36;26;23;8;6;;1.708
1/02/2021;LÍNEA O;106;461;777;638;375;305;225;246;304;249;281;313;556;441;666;366;227;240;92;2;6.870
2/02/2021;LÍNEA A;11.944;31.670;40.389;32.024;20.833;17.528;15.426;15.132;17.180;17.026;21.788;24.176;38.205;52.978;39.801;21.548;12.854;10.093;5.138;14;445.747
2/02/2021;LÍNEA B;2.165;5.402;6.124;5.014;3.435;2.742;2.344;2.399;2.627;2.437;2.739;3.082;4.569;6.383;4.992;2.911;1.924;1.614;748;8;63.659
2/02/2021;LÍNEA K;1.668;2.243;2.118;1.796;1.201;1.013;819;824;925;705;635;571;713;644;518;412;418;233;49;2;17.507
2/02/2021;LÍNEA J;922;1.775;1.451;1.314;832;637;516;542;563;459;446;398;469;464;400;251;211;106;31;;11.787
2/02/2021;LÍNEA L;;;;;3;50;57;71;35;57;39;63;60;96;;;;;;;531
2/02/2021;LÍNEA 1;2.153;5.555;6.767;6.085;4.081;3.516;3.041;2.704;2.974;3.040;3.495;4.031;5.565;7.075;6.013;3.711;2.229;1.695;876;24;74.630
2/02/2021;LÍNEA 2;69;424;523;527;384;451;453;502;487;498;593;660;953;1.158;916;663;393;218;112;3;9.987
2/02/2021;LÍNEA T-A;842;2.375;2.966;2.454;1.694;1.405;1.336;1.364;1.493;1.399;1.612;1.957;2.499;3.407;3.222;2.403;1.333;1.048;719;21;35.549
2/02/2021;LÍNEA M;224;574;618;401;254;210;221;203;214;204;256;316;423;657;823;616;278;235;174;18;6.919
2/02/2021;LÍNEA H;148;380;280;184;110;82;82;62;67;59;54;47;52;38;35;24;31;14;10;1;1.760
2/02/2021;LÍNEA O;112;500;762;712;406;298;275;250;267;227;310;260;616;816;562;391;259;221;108;1;7.353
3/02/2021;LÍNEA A;11.772;32.067;40.231;31.994;20.891;16.920;15.200;14.553;17.232;17.039;21.552;23.761;38.639;54.213;39.459;21.418;12.851;10.300;5.395;24;445.511
3/02/2021;LÍNEA B;2.160;5.467;6.038;4.951;3.299;2.611;2.245;2.325;2.592;2.382;2.706;3.072;4.613;6.605;5.024;2.744;1.892;1.609;718;4;63.057
3/02/2021;LÍNEA K;1.695;2.256;2.173;1.782;1.171;930;789;879;893;741;559;617;672;711;529;419;469;204;57;1;17.547
3/02/2021;LÍNEA J;917;1.867;1.579;1.305;822;596;467;445;593;418;412;326;494;481;402;250;174;86;30;1;11.665
3/02/2021;LÍNEA L;;;;;5;78;76;71;38;53;53;33;68;181;1;;;;;;657
3/02/2021;LÍNEA 1;2.152;5.633;6.850;6.086;4.142;3.450;2.844;2.761;3.005;2.934;3.676;3.875;5.470;7.182;6.101;3.451;2.165;1.734;934;16;74.461
3/02/2021;LÍNEA 2;84;392;530;509;406;397;482;485;477;457;595;706;998;1.187;981;625;362;236;87;3;9.999
3/02/2021;LÍNEA T-A;886;2.447;3.096;2.474;1.653;1.370;1.293;1.282;1.475;1.369;644;1.201;2.586;3.499;3.354;2.194;1.389;1.117;682;32;34.043
3/02/2021;LÍNEA M;232;605;603;439;213;198;184;205;226;191;115;206;426;707;799;600;291;224;175;27;6.666
3/02/2021;LÍNEA H;137;380;292;184;122;75;73;80;71;63;33;38;38;45;16;20;24;3;2;;1.696
3/02/2021;LÍNEA O;114;479;805;676;414;294;253;243;243;281;279;376;544;781;607;362;261;265;102;;7.379
4/02/2021;LÍNEA A;12.188;31.935;41.168;31.842;19.904;16.955;14.695;14.675;16.710;16.857;21.212;23.646;37.852;53.007;39.729;21.857;13.281;10.782;5.397;27;443.719
4/02/2021;LÍNEA B;2.243;5.458;5.989;4.988;3.177;2.797;2.345;2.214;2.557;2.296;2.711;3.192;4.535;6.324;4.897;2.821;1.974;1.544;794;3;62.859
4/02/2021;LÍNEA K;1.634;2.294;2.170;1.808;1.146;873;822;763;908;727;560;628;702;670;526;471;393;187;75;;17.357
4/02/2021;LÍNEA J;891;1.681;1.604;1.401;855;604;477;464;553;396;409;386;462;511;322;224;205;92;29;1;11.567
4/02/2021;LÍNEA L;;;;;6;60;44;71;76;81;67;68;97;122;2;;;;;;694
4/02/2021;LÍNEA 1;2.141;5.614;6.889;6.074;3.998;3.348;2.853;2.664;3.000;2.894;3.677;3.928;5.505;7.071;6.115;3.522;2.298;1.779;1.020;26;74.416
4/02/2021;LÍNEA 2;86;394;538;517;382;401;462;496;485;458;524;633;977;1.088;1.007;648;345;226;98;;9.765
4/02/2021;LÍNEA T-A;879;2.437;3.084;2.453;1.712;1.455;1.261;1.330;1.442;1.366;1.707;1.877;2.493;3.475;3.412;2.209;1.345;1.055;716;26;35.734
4/02/2021;LÍNEA M;240;600;620;420;226;198;185;204;210;179;236;331;435;702;834;545;310;232;179;18;6.904
4/02/2021;LÍNEA H;136;390;290;187;117;91;68;89;55;49;50;35;55;31;25;20;22;3;4;;1.717
4/02/2021;LÍNEA O;117;522;769;728;369;304;249;249;285;260;301;351;611;815;602;405;267;275;93;7;7.579
5/02/2021;LÍNEA A;12.001;31.927;40.896;32.272;20.339;16.997;15.021;14.873;17.403;17.076;23.130;26.634;39.637;51.479;39.356;23.517;14.286;11.532;6.500;28;454.904
5/02/2021;LÍNEA B;2.118;5.405;6.106;4.986;3.237;2.748;2.522;2.413;2.635;2.463;2.765;3.258;4.680;6.212;5.281;3.145;2.043;1.594;825;7;64.443
5/02/2021;LÍNEA K;1.623;2.298;2.188;1.735;1.230;924;778;878;999;742;709;671;787;722;535;454;436;225;82;1;18.017
5/02/2021;LÍNEA J;966;1.749;1.653;1.364;842;578;530;497;517;410;472;409;490;501;424;279;239;129;30;;12.079
5/02/2021;LÍNEA L;;;;;3;77;76;78;59;77;39;81;82;121;;;;;;;693
5/02/2021;LÍNEA 1;2.156;5.571;6.757;6.135;4.137;3.432;2.876;2.931;2.995;3.040;3.791;4.169;5.637;6.987;6.202;3.816;2.317;1.916;1.115;51;76.031
5/02/2021;LÍNEA 2;84;413;524;483;366;400;422;491;481;526;623;707;924;1.072;1.009;668;414;275;119;2;10.003
5/02/2021;LÍNEA T-A;877;2.417;3.106;2.492;1.664;1.386;1.240;1.306;1.544;1.375;1.681;2.000;2.671;3.507;3.342;2.253;1.530;1.210;822;45;36.468
5/02/2021;LÍNEA M;225;600;634;440;225;202;186;171;226;194;200;321;437;701;766;556;294;276;196;32;6.882
5/02/2021;LÍNEA H;146;412;282;217;97;73;68;65;80;64;54;42;40;58;30;15;31;14;2;;1.790
5/02/2021;LÍNEA O;114;503;845;698;389;320;260;272;291;277;335;335;545;815;580;394;269;294;114;11;7.661
