Día;Línea de Servicio;Hora de operación;;;;;;;;;;;;;;;;;;;;
;;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;Total general (Número de pasajeros)
30/11/2022;LÍNEA H;223;472;443;351;157;150;155;113;116;121;45;72;98;65;37;44;50;20;15;;2.747
30/11/2022;LÍNEA J;1.340;2.390;2.296;2.161;1.424;1.035;835;735;775;697;523;623;743;583;383;365;355;225;141;7;17.636
30/11/2022;LÍNEA K;2.479;2.778;2.734;2.295;1.892;1.550;1.249;1.272;1.429;1.067;877;942;1.223;975;722;646;612;404;330;13;25.489
30/11/2022;LÍNEA L;;;;;;96;128;175;108;110;131;138;161;177;1;;;;;;1.225
30/11/2022;LÍNEA M;332;800;910;716;443;283;300;291;368;293;347;480;627;885;1.054;960;624;457;349;69;10.588
30/11/2022;LÍNEA O;233;1.174;1.400;1.448;908;869;811;700;849;764;728;835;1.127;1.307;986;889;632;615;297;22;16.594
30/11/2022;LÍNEA P;1.341;2.726;3.154;2.244;1.493;1.052;970;948;1.213;851;855;783;937;1.254;750;509;715;513;285;25;22.618
30/11/2022;LÍNEA T-A;1.268;3.565;4.796;4.387;3.193;2.731;2.423;2.427;2.695;2.632;2.692;3.105;4.051;4.969;4.761;3.681;2.653;2.006;1.411;81;59.527
1/12/2022;LÍNEA 1;2.981;7.710;10.951;9.970;7.037;5.954;4.991;4.975;5.187;5.187;5.639;5.975;8.635;11.014;8.624;5.812;4.106;2.991;1.691;86;119.516
1/12/2022;LÍNEA 2;161;751;1.036;1.040;924;881;1.019;1.101;1.190;1.016;1.280;1.512;1.998;2.347;1.997;1.392;950;551;261;8;21.415
1/12/2022;LÍNEA A;15.761;42.216;59.330;49.615;33.210;28.103;25.386;26.246;28.603;28.544;33.724;35.808;58.155;80.398;61.672;37.619;25.146;19.525;11.369;91;700.521
1/12/2022;LÍNEA B;3.152;6.935;9.126;8.215;5.378;4.669;4.104;4.118;4.363;4.309;4.461;4.992;7.435;10.606;7.503;4.532;3.373;2.819;1.465;16;101.571
1/12/2022;LÍNEA H;187;487;426;307;183;172;142;128;163;111;64;91;95;58;48;36;43;23;12;;2.776
1/12/2022;LÍNEA J;1.276;2.356;2.434;2.058;1.516;1.036;893;813;789;771;551;546;737;740;433;354;301;199;45;;17.848
1/12/2022;LÍNEA K;2.430;2.741;2.702;2.269;1.787;1.529;1.272;1.214;1.438;1.064;835;883;1.115;1.125;762;557;605;307;132;2;24.769
1/12/2022;LÍNEA L;;;;;;93;111;158;154;187;205;162;166;160;;;;;;;1.396
1/12/2022;LÍNEA M;327;792;865;675;415;326;278;342;350;273;359;376;570;870;1.076;895;592;352;333;44;10.110
1/12/2022;LÍNEA O;227;1.082;1.426;1.520;1.013;874;776;743;772;803;738;815;1.133;1.304;1.097;786;706;635;296;16;16.762
1/12/2022;LÍNEA P;1.217;2.665;3.113;2.105;1.403;1.016;848;1.131;1.089;795;802;733;939;1.179;773;530;635;521;147;3;21.644
1/12/2022;LÍNEA T-A;1.253;3.427;4.552;4.401;3.001;2.620;2.383;2.499;2.638;2.418;2.573;2.997;3.857;5.109;5.016;3.560;2.619;1.946;1.329;95;58.293
2/12/2022;LÍNEA 1;3.087;7.791;10.801;10.354;7.155;5.815;5.069;5.078;5.302;5.215;6.054;6.638;8.891;9.698;8.194;5.898;4.339;2.779;1.499;143;119.800
2/12/2022;LÍNEA 2;162;763;1.005;1.104;912;904;1.042;1.101;1.182;1.094;1.265;1.490;1.999;2.287;1.895;1.440;882;614;319;20;21.480
2/12/2022;LÍNEA A;15.892;42.836;58.972;49.220;33.033;28.589;25.748;25.996;29.104;28.955;36.386;39.454;59.174;75.191;59.160;40.708;27.154;21.436;14.348;1.023;712.379
2/12/2022;LÍNEA B;3.167;7.072;8.926;8.141;5.638;4.821;4.174;4.181;4.546;4.296;5.023;5.331;7.776;9.463;7.429;4.610;3.487;2.725;2.038;191;103.035
2/12/2022;LÍNEA H;211;507;433;326;186;155;150;119;141;104;80;73;93;62;70;64;33;25;8;;2.840
2/12/2022;LÍNEA J;1.299;2.410;2.470;2.287;1.456;1.064;859;767;799;705;657;643;795;677;503;411;297;146;70;3;18.318
2/12/2022;LÍNEA K;2.447;2.795;2.752;2.280;1.869;1.462;1.284;1.171;1.408;1.045;942;921;1.229;1.113;765;641;614;371;155;12;25.276
2/12/2022;LÍNEA L;;;;;2;178;168;189;198;195;205;183;194;187;;;;;;;1.699
2/12/2022;LÍNEA M;312;789;888;689;407;345;290;297;352;290;372;460;652;831;1.015;874;530;469;321;94;10.277
2/12/2022;LÍNEA O;199;1.042;1.309;1.418;898;828;705;744;718;754;761;797;1.126;1.231;1.004;744;586;616;343;21;15.844
2/12/2022;LÍNEA P;1.269;2.696;3.069;2.198;1.376;991;994;1.010;1.229;972;806;721;1.134;1.022;746;545;645;460;185;12;22.080
2/12/2022;LÍNEA T-A;1.255;3.482;4.517;4.420;3.089;2.679;2.441;2.287;2.674;2.458;2.690;3.031;4.120;5.036;4.779;3.852;2.741;2.047;1.619;305;59.522
3/12/2022;LÍNEA 1;2.432;5.439;6.834;7.563;5.679;5.377;4.860;5.299;6.903;7.246;7.245;6.296;6.008;5.404;4.923;4.467;3.665;3.064;1.876;299;100.879
3/12/2022;LÍNEA 2;123;587;661;794;737;777;901;1.071;1.432;1.514;1.465;1.197;1.410;1.314;1.252;955;783;544;247;14;17.778
3/12/2022;LÍNEA A;13.105;28.710;36.172;35.167;27.479;25.167;25.299;28.908;42.281;45.414;47.773;40.161;40.777;39.742;36.823;30.599;22.929;21.043;12.729;1.690;601.968
3/12/2022;LÍNEA B;2.458;5.002;5.835;5.744;4.686;4.093;4.270;4.720;6.427;6.563;6.205;5.410;5.650;5.476;4.778;3.866;2.846;2.384;1.497;192;88.102
3/12/2022;LÍNEA H;157;376;328;285;185;165;161;128;133;99;113;117;88;79;80;55;60;41;17;5;2.672
3/12/2022;LÍNEA J;1.017;1.738;2.074;1.849;1.435;1.129;945;947;952;862;820;779;731;713;658;568;469;315;185;28;18.214
3/12/2022;LÍNEA K;1.944;2.653;2.616;2.202;1.751;1.485;1.366;1.317;1.442;1.318;1.066;1.226;1.306;1.308;1.066;838;769;581;284;40;26.578
3/12/2022;LÍNEA L;;;;;;341;218;205;242;302;205;247;326;328;;;;;;;2.414
3/12/2022;LÍNEA M;258;593;698;596;388;346;333;344;479;506;685;397;629;650;689;579;543;472;344;162;9.691
3/12/2022;LÍNEA O;183;695;841;981;676;618;608;580;830;720;757;602;651;684;682;567;442;503;289;28;11.937
3/12/2022;LÍNEA P;997;1.799;2.046;1.857;1.309;936;926;946;1.109;940;943;836;983;932;780;624;779;454;249;21;19.466
3/12/2022;LÍNEA T-A;1.057;2.517;3.105;3.463;2.709;2.450;2.388;2.566;3.198;3.513;3.598;2.076;3.297;3.297;3.193;2.848;2.288;1.989;1.567;343;51.462
4/12/2022;LÍNEA 1;210;1.183;2.212;2.489;2.645;3.161;3.556;3.121;3.338;3.635;3.637;3.441;3.671;3.544;3.222;2.762;2.877;2.081;432;;51.217
4/12/2022;LÍNEA 2;25;233;240;232;270;376;446;487;673;659;640;556;636;656;584;489;358;227;30;;7.817
4/12/2022;LÍNEA A;4.021;11.652;13.150;12.770;13.554;14.704;16.122;15.829;17.424;20.756;23.460;22.795;23.802;23.678;22.290;17.794;17.634;14.050;1.182;8;306.675
4/12/2022;LÍNEA B;804;1.783;1.982;2.131;2.327;2.742;2.807;2.848;3.057;3.108;2.929;3.067;3.367;3.633;3.143;2.671;7.335;3.134;280;;53.148
4/12/2022;LÍNEA H;;;;;;147;109;102;103;89;82;74;87;78;78;69;60;24;2;;1.104
4/12/2022;LÍNEA J;;;;;10;1.150;835;786;762;661;548;664;693;653;630;548;362;212;10;;8.524
4/12/2022;LÍNEA K;;;;;619;986;1.226;1.161;1.191;1.291;1.111;1.119;1.402;1.249;1.028;767;781;362;22;3;14.318
4/12/2022;LÍNEA L;;;;;103;173;356;334;486;382;382;388;361;239;;;;;;;3.204
4/12/2022;LÍNEA M;;;;;8;357;271;307;326;325;430;399;492;467;478;405;398;340;121;;5.124
4/12/2022;LÍNEA O;32;324;314;298;270;326;409;400;393;353;404;331;420;486;437;457;442;395;77;;6.568
4/12/2022;LÍNEA P;;;;;88;857;820;710;815;740;671;750;695;762;618;574;632;411;11;;9.154
4/12/2022;LÍNEA T-A;199;803;1.026;1.081;1.228;1.574;1.646;1.596;1.699;1.866;2.142;1.998;2.196;2.156;2.201;1.784;1.883;1.531;335;;28.944
5/12/2022;LÍNEA 1;2.844;7.904;10.821;10.079;6.941;5.940;4.972;5.116;5.422;5.446;5.659;5.947;8.647;11.167;8.539;5.297;3.677;2.763;1.058;39;118.278
5/12/2022;LÍNEA 2;196;757;1.035;987;986;1.065;1.117;1.206;1.203;1.171;1.262;1.605;2.035;2.418;2.105;1.407;936;568;175;4;22.238
5/12/2022;LÍNEA A;16.439;43.492;58.853;49.762;32.692;28.629;25.688;26.817;29.230;29.440;34.198;36.638;58.087;81.397;60.792;35.495;23.814;17.906;9.822;98;699.289
5/12/2022;LÍNEA B;3.162;7.152;9.168;7.890;5.583;4.735;4.232;4.022;4.329;4.128;4.490;4.850;6.899;10.212;6.987;4.057;2.903;2.067;1.109;14;97.989
5/12/2022;LÍNEA H;234;486;414;328;182;153;125;101;110;126;86;85;70;48;44;53;39;18;9;;2.711
5/12/2022;LÍNEA J;1.333;2.429;2.382;2.156;1.454;1.026;872;774;845;693;565;507;701;661;437;314;279;147;48;2;17.625
5/12/2022;LÍNEA K;2.397;2.722;2.794;2.268;1.752;1.460;1.200;1.270;1.204;993;815;779;1.082;949;567;560;579;312;95;1;23.799
5/12/2022;LÍNEA M;347;762;859;616;401;304;286;348;329;317;364;453;589;812;1.083;939;530;296;290;52;9.977
5/12/2022;LÍNEA O;214;995;1.360;1.414;822;780;594;589;648;620;660;685;1.071;1.238;918;824;585;552;268;15;14.852
5/12/2022;LÍNEA P;1.308;2.719;3.134;2.082;1.264;1.014;916;982;1.191;816;731;669;980;1.045;708;471;586;495;122;;21.233
5/12/2022;LÍNEA T-A;1.261;3.333;4.432;3.996;2.961;2.424;2.222;2.403;2.555;2.392;2.547;2.808;3.843;4.956;4.757;3.430;2.479;1.745;1.146;79;55.769
6/12/2022;LÍNEA 1;2.991;8.135;10.909;10.444;7.015;5.928;5.005;5.229;5.271;5.493;5.755;6.246;8.958;10.992;8.768;5.775;3.902;2.938;1.626;75;121.455
6/12/2022;LÍNEA 2;152;775;1.015;1.027;960;937;1.028;1.073;1.178;1.181;1.330;1.597;2.073;2.273;2.121;1.447;1.016;592;273;3;22.051
6/12/2022;LÍNEA A;16.095;43.811;59.880;51.274;33.574;29.614;27.328;27.097;29.920;30.441;36.238;37.885;60.256;81.974;62.385;38.140;25.346;19.255;10.911;111;721.535
6/12/2022;LÍNEA B;3.257;7.206;9.128;8.387;5.509;4.892;4.228;4.100;4.263;4.420;4.550;5.076;7.149;10.240;7.396;4.323;3.131;2.311;1.272;14;100.852
6/12/2022;LÍNEA H;228;527;435;381;190;187;126;123;123;112;64;68;95;56;39;54;35;12;5;;2.860
6/12/2022;LÍNEA J;1.296;2.414;2.410;2.331;1.601;1.023;896;906;880;709;584;625;686;679;450;295;277;145;52;1;18.260
6/12/2022;LÍNEA K;2.438;2.793;2.795;2.336;1.823;1.451;1.321;1.248;1.321;1.119;913;845;1.172;971;672;577;570;273;120;1;24.759
6/12/2022;LÍNEA L;;;;;;139;196;239;175;210;130;218;194;131;;;1;;;;1.633
6/12/2022;LÍNEA M;319;761;897;654;400;315;312;330;357;306;343;388;593;855;1.046;917;541;388;340;66;10.128
6/12/2022;LÍNEA O;222;1.143;1.337;1.480;883;736;608;718;717;665;693;822;1.162;1.275;978;872;565;556;288;15;15.735
6/12/2022;LÍNEA P;1.328;2.780;3.169;2.232;1.328;1.039;956;951;1.108;887;741;780;1.021;1.101;775;553;666;430;157;1;22.003
6/12/2022;LÍNEA T-A;1.236;3.380;4.476;4.393;3.092;2.698;2.321;2.391;2.558;2.563;2.699;2.888;3.921;5.074;4.771;3.720;2.555;1.794;1.285;91;57.906
7/12/2022;LÍNEA 1;2.961;8.001;10.936;9.855;7.025;5.967;5.093;5.026;5.359;5.369;6.072;7.210;9.898;11.354;7.571;5.843;4.037;3.240;1.997;408;123.222
7/12/2022;LÍNEA 2;153;812;1.044;1.059;1.021;963;1.041;1.166;1.185;1.089;1.311;1.682;2.276;2.200;1.939;1.441;902;444;184;4;21.916
7/12/2022;LÍNEA A;16.035;42.805;59.329;50.259;33.600;28.560;26.222;26.753;29.947;29.638;37.989;45.387;70.608;75.894;64.096;41.593;25.260;19.372;11.743;2.335;737.425
7/12/2022;LÍNEA B;3.231;7.048;9.056;8.029;5.654;4.842;4.142;4.123;4.630;4.315;4.637;5.536;8.522;10.465;7.468;4.629;2.885;3.147;1.816;352;104.527
7/12/2022;LÍNEA H;233;511;423;325;184;155;131;115;97;99;93;73;88;77;77;44;22;22;23;8;2.800
7/12/2022;LÍNEA J;1.299;2.544;2.392;2.178;1.520;1.059;867;748;756;678;661;696;786;840;692;538;357;274;146;43;19.074
7/12/2022;LÍNEA K;2.346;2.753;2.695;2.304;1.858;1.498;1.298;1.218;1.233;1.099;943;1.055;1.221;1.154;1.012;904;819;506;267;65;26.248
7/12/2022;LÍNEA L;;;;;;128;151;258;228;211;200;229;208;107;;;;;;;1.720
7/12/2022;LÍNEA M;320;819;883;656;407;365;290;338;361;365;378;492;676;1.055;1.079;990;567;381;358;96;10.876
7/12/2022;LÍNEA O;249;1.061;1.295;1.436;823;848;610;706;719;656;730;836;1.106;1.128;961;822;544;516;240;12;15.298
7/12/2022;LÍNEA P;1.060;2.754;3.099;2.209;1.398;1.069;920;1.001;1.097;859;723;827;997;1.067;898;742;548;398;236;58;21.960
7/12/2022;LÍNEA T-A;1.200;3.521;4.483;4.381;3.137;2.608;2.347;2.523;2.717;2.584;2.756;3.320;4.405;5.202;4.824;3.934;2.389;1.748;1.411;315;59.805
8/12/2022;LÍNEA 1;601;2.064;2.360;2.503;2.443;2.689;2.787;2.838;2.890;3.192;3.752;3.656;3.979;3.909;4.019;3.467;3.304;2.707;1.272;92;54.524
8/12/2022;LÍNEA 2;26;234;282;295;240;344;346;350;393;511;532;664;675;707;278;;;259;43;;6.179
8/12/2022;LÍNEA A;4.168;12.277;14.605;13.360;13.241;12.977;14.152;14.177;15.456;17.682;21.934;21.979;24.586;25.589;25.196;20.503;22.647;16.785;6.658;165;318.137
8/12/2022;LÍNEA B;769;1.915;2.347;2.314;2.339;2.435;2.401;2.431;2.546;2.906;3.291;3.384;3.626;3.697;3.733;2.778;2.249;1.907;849;10;47.927
8/12/2022;LÍNEA H;;;;;;123;126;99;95;91;88;85;100;66;91;31;58;28;10;;1.091
8/12/2022;LÍNEA J;;;;;45;1.007;716;722;736;643;685;771;771;751;889;568;449;255;65;;9.073
8/12/2022;LÍNEA K;;;;;662;1.171;1.071;1.028;1.066;1.061;1.117;1.170;1.250;1.243;1.243;1.163;808;519;126;7;14.705
8/12/2022;LÍNEA L;;;;;38;135;279;352;420;367;327;445;379;315;;;;;;;3.057
8/12/2022;LÍNEA M;;1;;;2;294;260;231;268;363;389;415;495;512;475;152;232;310;207;45;4.651
8/12/2022;LÍNEA O;38;385;344;312;300;300;357;313;333;326;454;371;421;447;413;365;412;338;74;;6.303
8/12/2022;LÍNEA P;;;;;96;811;538;746;709;754;694;786;857;778;845;702;555;354;112;1;9.338
8/12/2022;LÍNEA T-A;216;850;1.143;1.088;1.165;1.340;1.396;1.408;1.425;1.734;2.146;2.131;2.404;2.272;1.656;139;1.281;1.374;816;66;26.050
9/12/2022;LÍNEA 1;2.122;7.346;9.810;9.385;6.622;5.815;5.047;5.062;5.059;5.131;5.850;6.113;7.777;10.427;8.230;6.140;4.098;3.476;2.377;336;116.223
9/12/2022;LÍNEA 2;167;701;917;1.010;866;979;1.004;1.011;1.137;1.098;1.278;1.522;1.880;2.319;1.932;1.385;845;681;291;4;21.027
9/12/2022;LÍNEA A;14.628;38.959;53.849;45.700;31.769;28.451;25.949;26.559;28.732;29.293;35.316;38.577;53.333;75.240;57.083;39.461;26.644;21.925;14.351;2.404;688.223
9/12/2022;LÍNEA B;2.935;6.332;8.392;7.374;5.306;4.562;4.078;3.965;4.270;4.542;4.558;5.034;6.286;9.769;7.362;4.613;3.262;2.462;1.556;292;96.950
9/12/2022;LÍNEA H;198;470;437;294;177;159;134;105;130;72;87;69;85;59;66;57;31;31;9;2;2.672
9/12/2022;LÍNEA J;1.223;2.273;2.375;2.009;1.452;1.049;821;830;740;722;630;550;731;765;547;453;352;166;61;7;17.756
9/12/2022;LÍNEA K;2.322;2.739;2.727;2.276;1.740;1.494;1.230;1.236;1.291;1.063;913;919;1.057;1.142;827;716;651;329;153;20;24.845
9/12/2022;LÍNEA L;;;;;;246;220;318;281;263;275;209;228;238;;;;;;;2.278
9/12/2022;LÍNEA M;293;720;836;631;421;295;304;290;334;266;388;448;583;830;1.040;852;548;403;351;96;9.929
9/12/2022;LÍNEA O;205;871;1.287;1.221;731;735;622;628;604;593;668;688;944;1.138;896;630;534;561;322;57;13.935
9/12/2022;LÍNEA P;1.167;2.431;2.932;2.139;1.359;1.064;946;947;1.022;709;766;803;932;1.003;798;623;576;371;132;24;20.744
9/12/2022;LÍNEA T-A;1.126;3.111;4.010;3.858;2.881;2.353;2.227;2.164;2.345;2.379;2.663;2.794;3.453;4.809;4.537;3.515;2.468;1.981;1.542;341;54.557
10/12/2022;LÍNEA 1;2.232;5.215;6.573;7.197;5.762;4.902;4.373;4.646;6.465;6.794;5.836;5.573;5.829;5.760;5.600;5.259;4.322;3.731;2.652;766;99.487
10/12/2022;LÍNEA 2;120;566;656;781;733;722;771;992;1.341;1.302;1.203;800;474;1.229;1.304;992;751;584;297;7;15.625
10/12/2022;LÍNEA A;12.555;26.912;34.440;33.927;26.366;23.952;23.663;26.363;40.920;43.988;45.219;37.592;40.074;38.900;39.640;35.540;27.416;25.256;16.842;4.700;604.265
10/12/2022;LÍNEA B;2.311;4.675;5.374;5.624;4.731;4.465;4.043;4.483;6.199;6.372;6.041;5.042;5.638;5.505;5.225;4.346;3.412;2.587;1.965;592;88.630
10/12/2022;LÍNEA H;163;359;330;265;192;169;134;137;138;116;92;83;107;103;95;99;60;32;26;5;2.705
10/12/2022;LÍNEA J;982;1.637;1.903;1.798;1.322;1.073;860;877;981;780;784;698;833;846;921;831;487;299;138;17;18.067
10/12/2022;LÍNEA K;1.920;2.388;2.603;2.235;1.757;1.475;1.362;1.204;1.368;1.213;1.229;1.186;1.253;1.421;1.249;1.247;1.146;590;294;67;27.207
10/12/2022;LÍNEA L;;;;;;277;237;307;348;332;327;360;309;332;;;;;;;2.829
10/12/2022;LÍNEA M;253;554;673;560;390;321;307;310;503;529;538;564;459;601;696;560;348;468;443;194;9.271
10/12/2022;LÍNEA O;173;625;837;890;646;561;476;613;751;683;686;604;622;604;613;545;504;506;237;32;11.208
10/12/2022;LÍNEA P;949;1.664;1.988;1.796;1.189;984;909;864;1.080;872;830;846;913;816;993;996;639;416;239;54;19.037
10/12/2022;LÍNEA T-A;1.009;2.215;3.062;3.190;2.500;2.251;2.202;2.351;3.025;3.113;3.207;2.447;2.620;3.208;3.282;2.611;1.405;2.060;1.706;570;48.034
11/12/2022;LÍNEA 1;566;1.918;2.078;2.176;2.543;3.035;3.210;2.891;3.059;3.518;3.516;3.262;3.512;3.596;3.757;3.417;3.312;2.199;365;1;51.931
11/12/2022;LÍNEA 2;14;199;225;223;233;378;430;434;618;586;574;586;748;768;682;630;423;247;34;;8.032
11/12/2022;LÍNEA A;4.126;11.091;12.725;12.109;13.908;15.142;16.228;15.864;17.396;18.888;22.748;21.411;23.539;25.531;26.962;22.945;21.543;19.322;2.391;47;323.916
11/12/2022;LÍNEA B;1.953;2.166;2.160;2.020;2.598;2.910;2.993;2.983;3.276;3.363;3.475;3.169;3.392;3.500;3.658;3.021;2.593;2.017;306;;51.553
11/12/2022;LÍNEA H;;;;;4;152;131;106;96;88;63;90;93;83;118;67;56;24;4;;1.175
11/12/2022;LÍNEA J;;;;;4;1.149;875;735;748;853;661;697;746;922;1.016;859;457;196;14;;9.932
11/12/2022;LÍNEA K;;;;;667;1.190;1.192;1.161;1.151;1.075;1.083;1.204;1.475;1.595;1.620;1.075;872;454;30;;15.844
11/12/2022;LÍNEA L;;;;;148;243;382;462;469;475;475;490;593;445;2;;;;;;4.184
11/12/2022;LÍNEA M;;;;;;353;290;286;297;320;387;466;474;449;529;460;389;384;193;;5.277
11/12/2022;LÍNEA O;29;331;321;307;300;322;391;326;322;361;366;362;378;445;437;409;463;357;55;;6.282
11/12/2022;LÍNEA P;;;;;63;855;825;746;792;744;800;788;768;877;1.087;793;619;333;18;;10.108
11/12/2022;LÍNEA T-A;205;816;990;1.002;1.173;1.421;1.595;1.674;1.616;1.640;2.022;2.029;2.222;2.285;2.502;1.828;1.940;1.767;500;1;29.228
12/12/2022;LÍNEA 1;2.945;7.696;10.550;10.222;6.899;5.692;4.905;5.185;5.114;4.917;5.719;6.306;8.824;10.698;8.554;5.428;3.800;2.868;1.741;51;118.114
12/12/2022;LÍNEA 2;167;758;1.028;1.040;971;940;1.022;1.104;1.183;1.116;1.270;1.628;2.070;2.469;2.023;1.428;910;472;234;5;21.838
12/12/2022;LÍNEA A;15.816;36.610;51.110;51.607;33.277;28.123;25.755;26.223;28.520;28.383;34.874;37.135;58.907;81.375;60.839;37.274;24.164;18.620;11.591;125;690.328
12/12/2022;LÍNEA B;3.168;6.662;8.855;7.632;5.364;4.306;4.269;3.919;4.417;4.193;4.687;5.051;6.868;10.255;6.771;4.026;2.763;2.201;1.176;12;96.595
12/12/2022;LÍNEA H;195;528;384;297;191;163;140;120;108;98;107;84;66;52;49;33;55;15;9;2;2.696
12/12/2022;LÍNEA J;1.338;2.413;2.186;2.051;1.550;971;885;772;830;687;710;566;706;734;417;340;347;124;46;;17.673
12/12/2022;LÍNEA K;2.429;2.763;2.701;2.218;1.736;1.422;1.086;1.187;1.279;950;794;717;1.001;840;630;531;548;273;119;2;23.226
12/12/2022;LÍNEA M;326;782;834;646;412;324;270;291;352;315;378;411;576;773;1.087;699;551;355;327;52;9.761
12/12/2022;LÍNEA O;239;927;1.262;1.354;795;647;690;604;560;633;638;699;1.013;1.264;1.003;710;567;537;267;12;14.421
12/12/2022;LÍNEA P;1.292;2.662;2.991;2.063;1.241;955;911;932;1.046;766;733;782;899;927;667;464;536;279;119;3;20.268
12/12/2022;LÍNEA T-A;1.268;3.108;4.241;4.015;3.004;2.339;2.141;2.210;2.560;2.314;2.518;2.823;3.859;4.910;4.703;2.564;2.377;1.640;1.282;74;53.950
13/12/2022;LÍNEA 1;2.900;7.832;10.663;10.157;6.792;5.872;4.674;4.982;5.094;4.887;5.396;5.547;8.717;10.789;8.567;5.903;4.118;3.145;2.023;82;118.140
13/12/2022;LÍNEA 2;178;837;1.050;1.045;872;997;1.038;1.102;1.070;1.054;1.136;1.338;1.936;2.231;2.084;1.499;1.028;552;251;2;21.300
13/12/2022;LÍNEA A;16.015;43.018;58.898;49.882;32.077;29.452;18.949;26.711;28.263;27.884;32.769;35.320;58.465;79.439;62.317;39.116;25.704;20.189;12.854;146;697.468
13/12/2022;LÍNEA B;3.205;6.866;9.152;8.048;5.333;4.524;3.797;3.869;4.245;4.268;3.961;4.383;7.193;9.973;7.268;4.313;3.358;2.310;1.407;13;97.486
13/12/2022;LÍNEA H;217;480;396;315;173;143;131;122;122;84;88;57;81;62;51;50;30;20;5;2;2.629
13/12/2022;LÍNEA J;1.323;2.354;2.280;2.101;1.431;1.121;785;745;795;535;539;536;641;611;499;384;301;118;45;1;17.145
13/12/2022;LÍNEA K;2.377;2.706;2.718;2.461;1.898;1.597;958;989;1.272;925;814;756;1.087;954;773;667;595;272;114;1;23.934
13/12/2022;LÍNEA L;;;;;;152;83;162;156;139;168;144;162;165;;;;;;;1.331
13/12/2022;LÍNEA M;325;778;833;653;389;326;234;327;329;264;358;392;591;857;1.121;913;615;368;301;76;10.050
13/12/2022;LÍNEA O;209;1.061;1.351;1.430;821;744;553;679;704;609;614;724;1.014;1.269;1.035;689;583;496;287;15;14.887
13/12/2022;LÍNEA P;1.273;2.769;2.994;2.198;1.328;1.104;626;809;932;707;558;657;903;879;830;540;514;287;144;1;20.053
13/12/2022;LÍNEA T-A;1.236;3.319;4.330;4.147;2.882;2.565;1.982;2.184;2.475;2.168;2.361;2.638;3.832;4.900;4.740;3.505;2.511;1.719;1.258;122;54.874
14/12/2022;LÍNEA 1;3.018;7.733;10.861;10.035;6.270;5.629;5.005;4.769;5.146;5.187;5.472;5.809;8.514;10.759;8.730;6.067;4.274;3.217;2.133;110;118.738
14/12/2022;LÍNEA 2;180;786;1.045;1.053;886;917;983;1.008;1.068;1.020;1.231;1.415;1.950;2.319;2.042;1.438;1.045;485;319;5;21.195
14/12/2022;LÍNEA A;15.980;42.288;57.549;49.642;34.113;28.628;25.831;25.917;28.552;28.534;33.737;35.374;58.283;79.622;62.812;40.848;27.595;21.078;13.778;210;710.371
14/12/2022;LÍNEA B;3.161;6.926;8.923;8.075;5.462;4.447;4.293;3.962;4.330;4.061;4.323;4.769;6.778;10.051;7.279;4.455;3.246;2.454;1.464;16;98.475
14/12/2022;LÍNEA H;196;533;400;277;190;141;140;111;117;87;115;68;76;61;61;51;35;21;3;;2.683
14/12/2022;LÍNEA J;1.362;2.460;2.375;2.072;1.384;1.008;871;736;796;642;572;568;679;675;541;360;305;156;50;2;17.614
14/12/2022;LÍNEA K;2.403;2.735;2.673;2.291;1.788;1.366;1.191;1.209;1.306;936;729;836;1.066;1.073;764;640;601;329;125;4;24.065
14/12/2022;LÍNEA L;;;;;11;125;146;209;163;174;146;187;174;134;;;;;;;1.469
14/12/2022;LÍNEA M;326;787;877;624;391;340;294;269;317;280;420;512;626;922;1.186;904;616;360;327;66;10.444
14/12/2022;LÍNEA O;223;972;1.331;1.294;894;731;645;620;551;658;644;671;990;1.193;878;745;641;555;282;15;14.533
14/12/2022;LÍNEA P;1.295;2.629;3.060;2.233;1.356;1.051;837;828;977;684;658;666;909;920;752;590;519;257;121;5;20.347
14/12/2022;LÍNEA T-A;1.229;3.295;4.277;4.169;3.018;2.433;2.228;2.349;2.459;2.289;2.604;2.739;3.929;5.142;4.815;3.577;2.548;1.863;1.398;89;56.450
15/12/2022;LÍNEA 1;3.052;7.541;10.718;9.892;6.620;5.748;4.917;4.840;5.054;5.123;5.732;6.407;8.529;10.557;9.197;6.461;4.537;3.495;2.399;132;120.951
15/12/2022;LÍNEA 2;191;815;1.006;1.039;844;860;943;1.025;1.140;1.009;1.220;1.468;1.817;2.331;2.100;1.604;1.050;640;384;11;21.497
15/12/2022;LÍNEA A;16.017;42.271;59.584;49.691;32.656;28.162;25.599;25.650;28.588;28.142;34.193;38.419;58.000;78.985;65.100;44.256;30.764;22.638;16.648;290;725.653
15/12/2022;LÍNEA B;3.079;6.720;8.985;7.989;5.387;4.442;4.091;3.868;4.264;4.114;4.484;5.094;6.950;9.682;7.532;4.762;3.397;2.690;1.692;38;99.260
15/12/2022;LÍNEA H;202;490;421;298;189;158;96;104;129;96;73;93;92;79;54;57;34;12;9;1;2.687
15/12/2022;LÍNEA J;1.322;2.434;2.409;2.094;1.411;1.014;796;801;818;680;605;658;705;708;625;408;373;167;53;4;18.085
15/12/2022;LÍNEA K;2.186;1.002;2.762;2.240;1.752;1.523;1.318;1.127;1.340;1.022;903;937;1.130;1.055;798;718;633;368;130;6;22.950
