Día;Línea de Servicio;Hora de operación;;;;;;;;;;;;;;;;;;;;
;;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;Total general (Número de pasajeros)
9/04/2022;LÍNEA A;12.339;30.118;36.189;34.042;24.431;22.139;22.252;25.920;38.881;42.795;44.920;36.579;35.607;34.084;30.799;24.499;17.543;16.523;9.807;114;539.581
9/04/2022;LÍNEA B;2.400;5.165;5.524;5.623;4.199;3.623;4.017;4.409;6.128;6.225;6.285;5.454;5.432;5.003;4.543;3.895;2.879;2.456;1.627;13;84.900
9/04/2022;LÍNEA H;159;355;297;200;146;127;134;107;95;77;92;74;71;95;62;60;46;43;22;;2.262
9/04/2022;LÍNEA J;1.014;1.801;1.916;1.743;1.169;909;762;860;763;717;683;692;723;645;581;499;430;268;115;1;16.291
9/04/2022;LÍNEA K;2.072;2.903;2.505;2.318;1.616;1.437;1.210;1.177;1.378;1.130;1.113;1.120;1.215;1.242;956;794;718;554;296;3;25.757
9/04/2022;LÍNEA L;;;;;1;181;148;258;257;167;222;237;337;305;;;;;;;2.113
9/04/2022;LÍNEA M;274;556;664;485;402;275;250;326;436;531;596;674;624;631;558;488;396;302;307;69;8.844
9/04/2022;LÍNEA O;158;650;907;1.057;672;701;508;659;839;787;736;570;654;621;534;465;371;403;233;14;11.539
9/04/2022;LÍNEA P;880;1.579;1.681;1.495;882;704;705;692;813;619;685;717;672;602;554;443;507;360;161;1;14.752
9/04/2022;LÍNEA T-A;1.017;2.580;3.277;3.242;2.409;1.993;2.047;2.346;3.103;3.233;3.425;3.235;3.122;3.048;2.729;2.304;1.717;1.663;1.280;78;47.848
10/04/2022;LÍNEA 1;542;1.847;2.152;2.026;2.000;2.465;2.630;2.361;2.643;2.891;3.232;2.978;2.725;2.889;2.876;2.575;2.340;1.734;291;;43.197
10/04/2022;LÍNEA 2;14;190;201;208;196;320;339;321;517;558;495;404;463;484;433;400;301;182;30;;6.056
10/04/2022;LÍNEA A;4.001;11.076;13.070;11.084;10.512;11.667;13.208;13.057;15.236;17.389;20.797;19.825;19.175;19.567;18.681;15.870;14.677;10.744;1.063;2;260.701
10/04/2022;LÍNEA B;783;1.707;2.067;1.833;1.834;2.196;2.589;2.625;3.122;3.254;3.435;3.068;3.320;3.198;3.142;6.123;3.635;1.968;193;;50.092
10/04/2022;LÍNEA H;;;;;3;99;93;64;86;82;87;55;68;52;76;67;71;19;;;922
10/04/2022;LÍNEA J;;;;;50;839;657;701;639;707;649;715;673;627;591;427;374;191;7;;7.847
10/04/2022;LÍNEA K;;;;;531;1.004;1.031;999;1.067;1.182;1.206;1.311;1.515;1.407;974;820;699;431;41;;14.218
10/04/2022;LÍNEA L;;;;;119;220;469;497;452;474;408;566;555;530;;;;;;;4.290
10/04/2022;LÍNEA M;;1;;;;312;256;214;283;326;371;396;449;403;421;390;405;290;110;;4.627
10/04/2022;LÍNEA O;16;267;297;286;242;275;336;287;299;347;365;334;369;386;395;352;356;285;33;;5.527
10/04/2022;LÍNEA P;;;;;8;572;563;531;618;616;610;651;648;527;527;435;405;221;16;;6.948
10/04/2022;LÍNEA T-A;156;734;1.003;988;932;1.222;1.302;1.174;1.477;1.742;1.931;1.922;1.783;1.918;1.814;1.746;1.758;1.329;326;;25.257
11/04/2022;LÍNEA 1;2.632;7.202;9.653;6.025;4.054;4.560;4.058;4.079;4.313;4.174;4.963;5.340;7.150;9.487;7.422;4.433;2.765;2.198;1.233;39;95.780
11/04/2022;LÍNEA 2;125;680;921;1.035;893;775;831;972;854;862;1.099;1.236;1.540;1.993;1.625;1.057;637;314;150;2;17.601
11/04/2022;LÍNEA A;14.359;39.847;52.567;40.514;26.702;23.162;22.293;22.199;24.620;23.774;31.608;32.616;48.862;68.680;52.580;28.460;17.642;13.122;7.415;47;591.069
11/04/2022;LÍNEA B;2.726;6.838;8.135;6.698;4.301;3.976;3.768;3.666;3.979;3.841;4.485;4.905;6.306;8.764;6.557;3.549;2.389;1.781;944;7;87.615
11/04/2022;LÍNEA H;202;454;386;217;152;96;105;90;93;63;76;66;64;53;35;27;16;8;4;;2.207
11/04/2022;LÍNEA J;1.315;2.307;2.298;1.760;1.167;837;734;671;825;688;630;565;625;583;408;305;265;143;52;;16.178
11/04/2022;LÍNEA K;2.419;3.079;2.676;2.298;1.503;1.271;1.131;1.057;1.242;958;937;965;1.122;1.086;688;521;528;272;106;1;23.860
11/04/2022;LÍNEA L;;;;;;112;217;190;323;247;210;263;284;254;;;;;;;2.100
11/04/2022;LÍNEA M;312;713;782;526;307;253;255;241;298;281;314;426;594;811;941;776;406;272;219;21;8.748
11/04/2022;LÍNEA O;192;726;1.183;979;610;506;438;407;450;489;517;570;807;1.138;804;592;438;391;194;13;11.444
11/04/2022;LÍNEA P;1.061;2.186;2.415;1.652;935;623;615;541;704;601;577;491;579;625;455;319;285;170;80;;14.914
11/04/2022;LÍNEA T-A;1.136;2.902;3.823;3.173;2.079;1.738;1.769;1.686;2.108;1.986;2.320;2.492;3.199;4.212;4.094;2.794;1.795;1.219;922;29;45.476
12/04/2022;LÍNEA 1;2.708;7.016;9.488;7.991;5.464;4.691;4.008;4.034;4.275;4.023;4.967;5.218;6.782;9.313;7.613;4.796;2.967;2.413;1.379;31;99.177
12/04/2022;LÍNEA 2;128;651;857;890;760;766;817;899;920;860;990;1.170;1.552;1.946;1.719;1.074;686;396;155;1;17.237
12/04/2022;LÍNEA A;14.157;38.865;51.217;39.769;26.006;23.709;21.925;21.763;23.969;24.405;30.758;31.816;47.969;68.289;52.432;30.092;18.746;14.083;8.191;61;588.222
12/04/2022;LÍNEA B;2.734;6.657;8.187;6.515;4.524;3.888;3.648;3.625;4.031;4.027;4.387;4.563;6.124;8.674;6.773;3.994;2.421;1.940;1.131;6;87.849
12/04/2022;LÍNEA H;182;442;401;198;131;101;115;68;71;74;67;63;66;72;49;32;35;16;4;;2.187
12/04/2022;LÍNEA J;1.306;2.383;2.390;1.695;1.204;798;734;733;772;634;630;534;604;609;427;325;285;138;38;;16.239
12/04/2022;LÍNEA K;2.395;2.990;2.874;2.265;1.527;1.276;1.088;1.206;1.344;1.092;1.072;987;1.302;1.248;828;580;551;378;96;2;25.101
12/04/2022;LÍNEA L;;;;;18;392;452;463;486;396;439;387;468;491;;;;;;;3.992
12/04/2022;LÍNEA M;296;716;741;563;337;252;267;291;268;301;415;385;545;860;955;784;460;251;245;48;8.980
12/04/2022;LÍNEA O;182;738;1.187;964;567;533;415;486;429;445;566;576;846;1.057;830;613;416;369;231;20;11.470
12/04/2022;LÍNEA P;1.055;2.287;2.395;1.643;903;624;605;582;672;602;548;444;638;600;464;355;369;192;94;1;15.073
12/04/2022;LÍNEA T-A;1.110;2.929;3.691;3.216;2.196;1.836;1.774;1.835;2.020;1.976;2.369;2.393;3.111;4.258;4.058;2.953;1.873;1.363;952;71;45.984
13/04/2022;LÍNEA 1;2.487;6.723;8.884;7.639;5.132;4.578;4.116;4.010;4.781;4.738;5.433;5.747;6.836;7.789;6.209;4.515;3.153;2.522;1.574;67;96.933
13/04/2022;LÍNEA 2;121;613;822;827;735;797;801;927;978;988;1.187;1.266;1.510;1.646;1.426;1.003;643;391;218;3;16.902
13/04/2022;LÍNEA A;13.781;36.056;46.674;36.662;24.759;23.018;22.251;22.895;27.447;29.565;35.758;37.467;48.270;54.884;44.482;30.190;20.099;15.860;8.947;81;579.146
13/04/2022;LÍNEA B;2.620;6.212;7.235;6.321;4.202;3.826;3.895;3.719;4.311;4.496;4.821;5.173;6.333;6.975;5.928;3.825;2.716;2.055;1.257;21;85.941
13/04/2022;LÍNEA H;121;374;371;229;136;110;104;113;99;81;69;90;70;53;50;47;36;17;13;2;2.185
13/04/2022;LÍNEA J;1.258;2.268;2.157;1.712;1.165;827;746;725;821;726;618;612;710;642;515;384;299;186;75;;16.446
13/04/2022;LÍNEA K;2.248;2.910;2.660;2.236;1.534;1.313;1.090;1.234;1.333;1.142;1.245;1.278;1.439;1.230;890;742;637;345;142;2;25.650
13/04/2022;LÍNEA L;;;;;3;458;530;549;483;456;429;507;514;336;;;;;;;4.265
13/04/2022;LÍNEA M;310;639;720;521;313;234;244;248;319;340;326;554;524;725;800;719;534;351;254;45;8.720
13/04/2022;LÍNEA O;180;672;1.071;907;591;493;427;438;519;520;489;590;729;830;737;584;432;412;221;12;10.854
13/04/2022;LÍNEA P;995;2.114;2.240;1.577;932;684;669;532;699;621;631;550;637;546;468;391;349;243;94;;14.972
13/04/2022;LÍNEA T-A;1.185;2.702;3.431;2.938;2.103;1.789;1.870;1.904;2.201;1.817;2.448;2.709;3.044;3.932;3.600;2.884;1.927;1.506;1.008;74;45.072
14/04/2022;LÍNEA 1;559;1.764;2.104;2.055;1.923;2.081;2.354;2.299;2.279;2.375;2.648;2.603;2.573;2.687;2.612;1.827;1.812;1.411;241;;38.207
14/04/2022;LÍNEA 2;18;209;202;252;188;280;291;283;331;321;321;338;327;427;454;422;260;202;33;;5.159
14/04/2022;LÍNEA A;3.651;11.453;12.972;11.494;10.465;11.738;13.761;13.515;13.823;15.058;17.187;15.737;17.136;18.350;16.301;11.999;11.156;8.643;882;;235.321
14/04/2022;LÍNEA B;644;1.706;2.037;1.963;1.922;2.233;2.564;2.576;2.803;2.989;3.198;3.211;3.449;3.598;3.355;2.428;1.670;3.249;331;;45.926
14/04/2022;LÍNEA H;;;;;2;93;89;81;83;89;61;61;66;68;76;49;53;16;2;;889
14/04/2022;LÍNEA J;;;;;78;798;682;681;651;693;680;559;652;584;448;387;279;181;4;;7.357
14/04/2022;LÍNEA K;;;;;656;1.038;943;1.147;1.183;1.192;1.177;1.377;1.648;1.517;890;633;473;359;18;;14.251
14/04/2022;LÍNEA L;;;;;174;457;679;830;880;687;643;902;801;596;;;;;;;6.649
14/04/2022;LÍNEA M;;;;;8;271;238;266;310;327;322;398;360;361;368;272;248;267;131;;4.147
14/04/2022;LÍNEA O;21;297;352;279;248;224;269;266;229;249;283;270;334;372;321;291;274;208;38;;4.825
14/04/2022;LÍNEA P;;;;;33;548;538;502;530;514;507;552;514;503;421;326;319;198;18;;6.023
14/04/2022;LÍNEA T-A;186;742;945;893;916;1.156;1.352;1.433;1.534;1.425;1.567;1.642;1.794;1.742;1.695;1.282;1.243;1.156;299;;23.002
15/04/2022;LÍNEA 1;358;1.252;1.373;1.352;1.314;1.577;1.648;1.671;1.710;1.824;2.027;1.931;2.143;2.342;2.443;1.673;1.435;1.156;191;;29.420
15/04/2022;LÍNEA 2;20;172;135;193;137;123;161;284;298;266;250;253;307;385;351;270;160;217;34;;4.016
15/04/2022;LÍNEA A;2.629;7.667;8.444;7.894;7.880;8.856;10.777;11.576;11.793;11.721;13.222;13.154;14.643;16.200;14.717;10.977;9.030;7.236;531;;188.947
15/04/2022;LÍNEA B;429;1.175;1.291;1.347;1.790;2.090;2.305;2.269;2.841;2.813;3.049;2.804;3.310;3.449;3.199;2.243;1.401;1.188;84;;39.077
15/04/2022;LÍNEA H;;;;;1;65;74;80;99;49;50;69;73;80;46;44;36;15;4;;785
15/04/2022;LÍNEA J;;;;;66;630;605;596;681;637;562;545;624;599;567;494;317;167;5;;7.095
15/04/2022;LÍNEA K;;;;;469;826;949;1.036;1.027;1.045;1.166;1.321;1.489;1.345;793;601;507;260;25;;12.859
15/04/2022;LÍNEA L;;;;;152;621;828;908;878;685;462;721;706;484;18;;;;;;6.463
15/04/2022;LÍNEA M;;;;;;268;233;227;280;335;200;346;369;421;383;359;219;214;99;;3.953
15/04/2022;LÍNEA O;16;236;231;190;189;164;236;238;216;209;228;231;303;337;318;288;209;173;13;;4.025
15/04/2022;LÍNEA P;;;;;25;497;400;496;478;508;503;452;563;526;477;342;293;205;2;;5.767
15/04/2022;LÍNEA T-A;129;512;611;586;629;856;1.054;1.194;1.239;1.287;852;1.407;1.569;1.723;1.641;1.400;1.011;1.020;222;;18.942
16/04/2022;LÍNEA 1;1.112;2.630;3.138;3.549;3.224;3.084;2.993;3.065;3.640;3.680;3.905;3.527;3.612;3.702;3.242;2.688;2.047;2.026;1.026;41;55.931
16/04/2022;LÍNEA 2;73;269;307;366;403;415;525;581;664;671;644;757;810;719;760;568;434;370;175;1;9.512
16/04/2022;LÍNEA A;6.064;13.050;15.580;15.854;14.776;15.595;16.029;18.320;20.453;22.893;25.041;23.143;24.080;24.323;22.481;17.873;12.954;11.916;6.086;46;326.557
16/04/2022;LÍNEA B;1.164;2.097;2.609;2.810;2.725;2.945;3.111;3.311;3.548;3.831;4.149;3.738;3.884;3.727;3.215;2.735;2.026;1.663;883;19;54.190
16/04/2022;LÍNEA H;66;109;132;128;98;113;106;103;102;46;16;93;78;66;55;42;53;37;19;4;1.466
16/04/2022;LÍNEA J;460;626;866;1.013;866;790;816;822;787;737;690;587;214;559;588;465;312;322;112;;11.632
16/04/2022;LÍNEA K;864;983;1.274;1.328;1.223;1.167;1.126;1.221;1.284;1.459;1.641;1.390;1.356;1.126;880;647;525;393;167;4;20.058
16/04/2022;LÍNEA L;;;;;1;610;623;755;867;898;534;406;529;291;10;;;;;;5.524
16/04/2022;LÍNEA M;122;227;290;255;268;297;252;330;311;186;226;415;404;483;338;438;353;285;194;36;5.710
16/04/2022;LÍNEA O;91;341;406;420;310;341;339;390;403;408;451;354;428;425;454;367;282;351;163;20;6.744
16/04/2022;LÍNEA P;361;519;708;696;663;545;589;613;652;590;572;569;609;501;525;395;345;215;127;1;9.795
16/04/2022;LÍNEA T-A;462;1.101;1.376;1.508;1.280;1.432;1.509;1.719;1.830;1.825;2.054;2.037;2.136;2.122;1.876;1.821;1.385;1.222;914;41;29.650
17/04/2022;LÍNEA 1;409;1.302;1.447;1.504;1.657;2.077;2.316;2.176;2.234;2.340;2.075;2.312;2.635;2.663;2.641;2.184;2.179;1.464;190;;35.805
17/04/2022;LÍNEA 2;5;173;171;196;216;282;314;288;482;487;294;385;348;405;473;330;250;176;10;;5.285
17/04/2022;LÍNEA A;2.853;7.952;8.989;8.531;8.696;10.657;12.128;12.441;13.353;15.226;13.905;15.538;17.411;19.444;19.150;14.965;13.845;9.269;710;;225.063
17/04/2022;LÍNEA B;490;1.267;1.386;1.354;1.413;1.863;2.196;2.333;2.344;2.489;2.055;2.372;2.771;2.991;2.722;2.166;1.788;1.418;393;;35.811
17/04/2022;LÍNEA H;;;;;;110;77;72;85;95;33;67;91;93;97;54;41;13;3;;931
17/04/2022;LÍNEA J;;;;;60;833;678;660;586;583;1;711;739;645;307;518;379;141;2;;6.843
17/04/2022;LÍNEA K;;;;;563;991;1.140;1.078;1.116;1.194;1.192;1.210;1.505;1.344;964;819;658;308;15;;14.097
17/04/2022;LÍNEA L;;;;;67;404;442;497;799;602;599;471;474;294;;;;;;;4.649
17/04/2022;LÍNEA M;;;;;;276;248;239;289;353;187;361;336;378;395;347;307;221;104;;4.041
17/04/2022;LÍNEA O;22;261;217;229;201;239;328;252;258;326;224;297;352;360;373;352;349;286;30;;4.956
17/04/2022;LÍNEA P;;;;;42;514;562;501;531;561;444;445;505;515;437;415;343;194;3;;6.012
17/04/2022;LÍNEA T-A;119;542;635;702;739;1.055;1.248;1.135;1.306;1.604;1.232;1.428;1.654;1.742;1.828;1.520;1.367;1.046;239;;21.141
18/04/2022;LÍNEA 1;2.969;8.565;10.745;9.792;6.134;5.372;4.570;4.837;5.301;5.137;5.215;6.029;8.151;11.011;8.164;4.823;3.200;2.459;1.262;43;113.779
18/04/2022;LÍNEA 2;142;729;978;987;837;867;933;1.035;1.119;1.004;1.113;1.323;1.809;2.284;1.889;1.171;805;467;158;4;19.654
18/04/2022;LÍNEA A;15.907;45.954;57.286;48.135;30.059;26.150;23.378;24.546;28.323;27.929;31.773;34.125;54.131;77.378;56.319;31.471;20.050;15.137;7.801;44;655.896
18/04/2022;LÍNEA B;3.032;7.929;8.827;7.870;4.951;4.355;3.826;3.766;4.600;4.062;4.283;4.802;7.014;9.601;7.302;4.047;2.763;2.247;1.033;8;96.318
18/04/2022;LÍNEA H;212;479;367;243;145;138;101;126;103;77;61;54;79;56;39;25;31;13;5;;2.354
18/04/2022;LÍNEA J;1.398;2.501;2.367;2.018;1.290;827;768;791;839;477;508;530;635;689;411;279;274;112;37;;16.751
18/04/2022;LÍNEA K;2.452;3.085;2.738;2.281;1.608;1.269;1.139;1.176;1.430;928;703;790;1.059;955;656;550;563;246;83;;23.711
18/04/2022;LÍNEA M;325;814;758;534;391;293;229;237;419;294;307;378;552;917;949;859;423;249;252;21;9.201
18/04/2022;LÍNEA O;198;1.201;1.418;1.571;781;1.041;687;872;831;813;800;1.000;1.301;1.608;1.302;1.009;659;774;238;5;18.109
18/04/2022;LÍNEA P;1.130;2.483;2.619;1.815;1.006;757;695;1.047;1.064;596;521;641;822;1.125;657;363;577;369;75;;18.362
18/04/2022;LÍNEA T-A;1.261;3.784;4.216;4.219;2.632;2.196;2.012;2.174;2.857;2.462;2.313;2.580;3.773;4.985;4.737;3.294;2.218;1.626;1.043;32;54.414
19/04/2022;LÍNEA 1;2.855;9.267;11.420;10.543;6.326;5.728;4.358;4.653;4.818;4.379;4.405;4.789;6.499;8.234;6.402;4.233;3.394;2.722;1.378;60;106.463
19/04/2022;LÍNEA 2;134;786;1.048;1.008;849;914;989;1.179;1.265;1.174;1.102;1.508;1.835;2.061;2.009;1.214;935;519;178;6;20.713
19/04/2022;LÍNEA A;15.586;48.961;60.832;50.374;30.673;26.954;24.388;22.681;21.171;28.300;33.238;35.859;56.291;77.968;57.800;32.221;20.138;16.121;8.390;59;668.005
19/04/2022;LÍNEA B;2.963;8.306;9.285;8.418;5.242;4.642;3.999;4.233;4.971;4.593;4.512;5.078;7.493;10.900;8.391;4.403;3.610;2.580;1.122;19;104.760
19/04/2022;LÍNEA H;218;489;406;230;149;114;91;143;101;88;54;60;68;50;37;22;27;9;8;;2.364
19/04/2022;LÍNEA J;1.309;2.601;2.331;2.098;1.248;864;787;858;904;614;513;545;605;593;425;268;257;122;18;;16.960
19/04/2022;LÍNEA K;2.385;3.160;2.916;2.377;1.597;1.318;1.089;1.093;953;827;779;852;1.038;1.018;735;505;499;253;99;;23.493
19/04/2022;LÍNEA L;;;;;;60;82;121;80;98;117;105;128;103;;;;;;;894
19/04/2022;LÍNEA M;337;877;852;548;349;268;262;342;337;284;312;328;656;861;971;847;479;300;228;35;9.473
19/04/2022;LÍNEA O;194;1.528;1.552;1.855;1.000;1.117;535;1.080;1.225;1.171;896;1.011;1.167;1.535;1.197;714;794;903;299;12;19.785
19/04/2022;LÍNEA P;1.096;2.630;2.634;1.864;1.075;724;687;900;757;555;551;692;663;1.125;612;389;491;462;85;;17.992
19/04/2022;LÍNEA T-A;1.245;4.304;4.690;4.655;2.836;2.448;2.340;2.597;2.779;2.294;2.594;2.883;3.956;5.052;4.904;3.365;2.392;1.988;1.065;45;58.432
20/04/2022;LÍNEA 1;2.801;8.984;11.370;10.387;6.628;5.732;4.584;5.151;5.561;5.286;5.465;6.117;8.922;11.744;8.833;5.463;3.692;2.846;1.649;72;121.287
20/04/2022;LÍNEA 2;150;745;996;1.095;884;924;857;1.081;1.152;1.004;1.068;1.303;1.764;2.242;1.849;1.318;958;533;211;7;20.141
20/04/2022;LÍNEA A;15.353;47.299;59.607;51.196;32.424;27.291;23.824;25.533;29.503;27.864;32.614;35.989;56.328;80.687;59.462;33.666;21.274;16.560;8.830;38;685.342
20/04/2022;LÍNEA B;2.939;8.024;9.566;8.737;5.312;4.422;3.834;4.156;5.088;4.536;4.689;4.791;7.717;10.841;8.373;4.328;3.200;2.456;3.625;8;106.642
20/04/2022;LÍNEA H;222;483;403;232;169;109;93;110;132;69;53;60;70;47;48;42;24;16;2;;2.384
20/04/2022;LÍNEA J;1.326;2.605;2.440;2.116;1.244;818;680;724;953;637;527;416;646;630;485;228;235;101;23;1;16.835
20/04/2022;LÍNEA K;2.481;3.103;2.863;2.480;1.201;1.276;1.011;1.208;1.456;1.004;855;886;1.053;1.113;774;452;532;198;72;;24.018
20/04/2022;LÍNEA L;;;;;;57;104;101;94;62;88;97;90;70;;;;;;;763
20/04/2022;LÍNEA M;349;823;830;566;367;249;267;264;397;302;324;428;555;877;949;902;386;298;251;60;9.444
20/04/2022;LÍNEA O;180;1.423;1.521;1.585;1.069;1.125;739;977;1.006;1.061;847;1.126;1.253;1.635;1.231;966;705;872;296;7;19.624
20/04/2022;LÍNEA P;1.129;2.573;2.615;1.945;1.023;748;702;1.145;1.152;617;562;624;841;1.197;699;327;534;459;60;;18.952
20/04/2022;LÍNEA T-A;1.272;4.269;4.606;4.773;2.903;2.434;2.261;2.432;3.047;2.448;2.605;3.065;4.006;5.297;5.136;3.690;2.500;2.048;1.181;60;60.033
21/04/2022;LÍNEA 1;2.836;9.113;11.228;10.548;6.357;5.601;4.605;5.085;5.389;5.183;5.622;6.139;8.731;11.755;8.738;5.360;3.913;2.930;1.489;42;120.664
21/04/2022;LÍNEA 2;151;726;1.018;1.047;896;911;942;992;1.204;1.036;1.066;1.316;1.735;2.400;1.933;1.229;935;519;211;6;20.273
21/04/2022;LÍNEA A;15.186;47.824;59.881;51.018;30.769;27.166;23.050;24.948;29.182;27.988;33.091;34.865;56.387;80.057;58.592;32.982;21.930;17.292;9.285;55;681.548
21/04/2022;LÍNEA B;3.013;8.083;9.181;8.516;5.517;4.450;3.956;4.044;4.993;4.359;4.454;4.998;7.347;10.579;8.051;4.664;3.668;2.952;1.423;11;104.259
21/04/2022;LÍNEA H;216;512;426;228;154;115;103;118;141;59;60;37;49;60;38;28;19;12;6;;2.381
21/04/2022;LÍNEA J;1.400;2.545;2.423;2.112;1.247;855;716;849;913;630;556;499;639;680;487;307;254;125;29;;17.266
21/04/2022;LÍNEA K;2.449;3.136;2.889;2.333;1.644;1.369;1.097;1.129;1.438;651;483;923;1.070;1.045;790;538;526;273;102;1;23.886
21/04/2022;LÍNEA L;;;;;;65;57;83;156;92;67;144;97;103;;;;;;;864
21/04/2022;LÍNEA M;370;868;867;587;348;304;277;284;355;295;262;441;395;929;1.004;940;450;349;235;59;9.619
21/04/2022;LÍNEA O;194;1.352;1.430;1.859;1.056;1.072;760;963;932;1.079;806;1.033;1.358;1.608;1.214;1.027;719;817;310;10;19.599
21/04/2022;LÍNEA P;1.080;2.651;2.699;1.935;1.049;775;615;1.136;1.147;685;566;639;856;1.130;704;456;536;456;66;;19.181
21/04/2022;LÍNEA T-A;1.240;4.331;4.645;4.667;2.869;2.353;2.274;2.447;3.187;2.413;2.501;2.693;3.562;5.203;4.859;3.560;2.451;1.981;1.181;54;58.471
22/04/2022;LÍNEA 1;2.740;9.247;11.075;10.304;6.354;5.375;4.411;5.097;5.457;5.409;5.762;6.486;8.520;10.928;8.656;5.431;3.580;3.056;1.831;75;119.794
22/04/2022;LÍNEA 2;139;753;994;1.038;794;857;948;1.043;1.012;985;1.147;1.329;1.820;2.168;1.797;1.224;777;610;267;7;19.709
22/04/2022;LÍNEA A;12.404;48.279;58.536;50.111;30.274;26.885;23.367;25.082;28.911;28.189;34.415;38.357;57.100;74.706;56.401;34.159;21.459;18.521;11.031;81;678.268
22/04/2022;LÍNEA B;2.829;8.230;9.042;8.372;5.098;4.431;3.973;4.241;5.101;4.589;4.675;5.676;7.362;10.060;7.948;4.609;3.458;2.632;1.540;16;103.882
22/04/2022;LÍNEA H;190;490;388;263;163;122;87;120;122;62;62;75;72;66;43;37;26;12;8;;2.408
22/04/2022;LÍNEA J;1.281;2.538;2.455;2.062;1.236;922;687;812;915;674;536;573;694;665;580;346;297;164;55;2;17.494
22/04/2022;LÍNEA K;1.801;3.138;2.675;2.450;1.645;1.311;1.057;1.186;1.403;1.104;901;991;1.060;1.173;859;581;626;334;116;3;24.414
22/04/2022;LÍNEA L;;;;;;60;120;143;149;164;177;128;151;155;1;;;;;;1.248
22/04/2022;LÍNEA M;368;826;837;596;398;295;263;307;334;299;346;373;598;812;1.052;832;489;332;273;48;9.678
22/04/2022;LÍNEA O;206;1.568;1.498;1.889;919;1.073;782;903;1.008;952;924;841;1.158;1.555;1.211;869;615;711;303;18;19.003
22/04/2022;LÍNEA P;1.010;2.331;2.588;1.904;1.012;753;647;1.143;1.200;657;616;626;822;1.091;815;452;618;384;127;;18.796
22/04/2022;LÍNEA T-A;1.229;3.971;4.563;4.458;2.728;2.501;2.212;2.464;2.821;2.609;2.707;3.014;3.959;4.865;4.519;3.326;2.269;2.028;1.374;96;57.713
23/04/2022;LÍNEA 1;2.217;5.635;7.016;7.330;5.110;4.400;4.043;4.635;6.346;6.808;6.818;5.604;5.387;5.091;4.437;3.626;3.182;2.787;1.640;111;92.223
23/04/2022;LÍNEA 2;108;559;638;758;675;679;788;920;1.394;1.349;1.150;1.151;1.126;1.185;1.142;872;559;380;221;10;15.664
23/04/2022;LÍNEA A;12.198;30.120;36.075;34.953;24.559;21.733;21.306;25.309;40.021;43.336;44.331;36.839;36.346;32.841;29.291;23.048;17.209;15.884;9.383;93;534.875
23/04/2022;LÍNEA B;2.327;5.016;5.644;5.814;4.271;3.899;4.082;4.567;6.300;6.446;5.964;5.549;5.392;4.941;4.262;3.676;5.796;2.533;1.448;21;87.948
23/04/2022;LÍNEA H;139;360;316;228;158;103;93;104;101;75;106;91;88;55;49;54;38;52;13;1;2.224
23/04/2022;LÍNEA J;1.027;1.901;1.999;1.630;1.264;917;784;854;972;745;700;719;741;615;519;525;443;224;108;2;16.689
23/04/2022;LÍNEA K;1.972;2.613;2.663;2.275;1.533;1.300;1.210;1.270;1.439;1.216;1.122;1.032;1.215;1.115;900;693;660;561;214;3;25.006
23/04/2022;LÍNEA L;;;;;;146;187;227;214;275;234;220;223;257;;;;;;;1.983
23/04/2022;LÍNEA M;287;594;624;511;359;269;300;287;362;567;597;639;575;559;533;522;448;311;317;19;8.680
23/04/2022;LÍNEA O;164;711;855;1.176;684;773;554;711;902;901;826;666;712;692;577;514;434;453;282;25;12.612
23/04/2022;LÍNEA P;850;1.620;1.746;1.453;967;689;637;662;849;694;721;743;721;629;511;474;520;348;147;;14.981
23/04/2022;LÍNEA T-A;1.018;2.634;3.283;3.514;2.362;2.195;2.150;2.428;3.157;3.261;3.461;2.810;2.822;2.965;2.793;2.428;1.979;1.794;1.240;94;48.388
24/04/2022;LÍNEA 1;484;1.777;1.499;1.108;1.983;2.393;2.664;2.509;2.755;3.053;3.347;2.851;2.841;3.173;3.024;2.520;2.368;1.794;288;;42.431
24/04/2022;LÍNEA 2;10;189;186;117;206;277;318;355;560;506;452;458;467;546;481;454;275;188;19;;6.064
24/04/2022;LÍNEA A;3.422;10.846;12.966;11.199;10.901;11.542;12.868;13.206;15.054;17.070;19.155;17.912;18.152;18.923;18.663;15.398;15.649;11.044;885;;254.855
24/04/2022;LÍNEA B;633;1.736;1.933;1.956;1.924;2.311;2.471;2.699;3.026;3.154;3.269;2.995;3.288;3.226;3.266;2.496;1.926;1.401;139;;43.849
24/04/2022;LÍNEA H;;;;;2;107;82;68;36;68;73;84;41;60;69;83;48;15;;;836
24/04/2022;LÍNEA J;;;;;15;850;692;674;681;740;616;637;692;634;652;447;386;192;8;;7.916
24/04/2022;LÍNEA K;;;;;570;1.111;1.101;1.024;1.102;1.169;1.283;1.167;1.377;1.277;1.144;791;755;402;20;;14.293
24/04/2022;LÍNEA L;;;;;134;226;301;415;408;491;438;376;443;446;;;;;;;3.678
24/04/2022;LÍNEA M;;;;;;268;207;212;166;220;356;428;332;351;416;392;331;255;94;;4.028
24/04/2022;LÍNEA O;19;294;342;355;258;275;335;299;393;323;393;315;365;451;342;329;324;324;35;;5.771
